,statement,label,id
642,"The Bush administration has ""the Pentagon trying to take away the signing bonuses when a soldier gets wounded and ends up in the hospital, something that I'm working with a Republican senator to try to make sure never can happen again.""",1,1522
643,"Says Chris Christie has refused to fund pensions by billions of dollars, and got legislative approval to begin properly funding pensions in 2018.",1,1523
644,"In the Florida Republican primary, ""we got a very large percentage of the, quote, conservative vote.""",0,1524
645,Says opponent Chad Chadwell wants condom techniques demonstrated to your children.,0,1525
646,Says that PolitiFact Ohio confirms that Betty Sutton maxed out federal debt,0,1526
647,"The job [of correctional officer] lowers your life expectancy . . . Metropolitan did a study in, I believe it was 1998, and the life expectancy was 58.",0,1527
648,Torture is illegal by our laws. Its illegal by international laws.,1,1528
649,"Biden is ""one of the least wealthy members of the U.S. Senate.""",1,1529
650,Says Hillary Clinton abided by the ethics agreement between the Clinton Foundation and the Obama administration.,0,1530
651,"Says the most dangerous time for children is from 3 to 6 p.m., during which time juvenile crime rates triple",1,1531
652,State employees in Wisconsin earn about 8 percent less than if they worked in the private sector.,0,1532
653,You know how many children in the history of the United States have died in a fire (at school)? Zero.,0,1533
654,Paul Broun Jr. sides with sexual deviants to support sale of crush videos.,0,1534
655,"The DeWine campaign is receiving money from so many more people.(Cordrays) money is coming almost exclusively from the party, labor unions, and special counsel that he has given business to.",1,1535
656,Nobody in total is proposing cutting anything. Were trying to reduce the rate of growth in government.,1,1536
657,"Sen. Harry Reid voted against declaring English our national language, twice.",1,1537
658,"Following the catastrophic, cascading collapse of major investment banks on Wall Street in 2007.....Nobody was prosecuted, no hearings were held and no reforms were implemented.",0,1538
659,Says we have now more Border Patrol officers than weve had at any time in our history.,1,1539
660,40% of Americans know someone who has been killed by a gun.,1,1540
661,The number of Americans who receive means-tested government benefits -- welfare -- now outnumbers those who are year-round full-time workers.,0,1541
662,Says Patrick Murphy has taken more money from Wall Street than any other member of Congress other than the speaker and the majority leader.,1,1542
663,Says he will protect your guaranteed benefits in Medicare while Mitt Romney would take away Medicare as guaranteed benefits.,1,1543
664,The [Georgia] General Assembly took away the Atlanta Board of Educations oversight of the superintendent.,0,1544
665,We caught (the Texas Commission on Environmental Quality) lying to us about the results of air quality studies in the Barnett Shale.,1,1545
666,"Over the past eight years, black youth unemployment is up.",0,1546
667,"Obama, Biden and their liberal allies oppose clean coal.",0,1547
668,There have been 74 school shootings in America since Sandy Hook.,0,1548
669,"For each $1 billion in infrastructure investment, 42,000 jobs are created.",1,1549
670,Says George Norcross said the TAKEOVER OF RUTGER$ CAMDEN WILL COST NEW JER$EY BILLION$.,0,1550
671,Says he cant release his internal affairs record because there are Attorney General guidelines in place protecting it.,0,1551
672,David Cicilline was required to provide key information about city finances to an independent outside auditor. The deadlines were clear -- yet [he intentionally] missed them by months until after the November 2010 election.,0,1552
673,"The Florida House is ""holding the FINAL public hearing"" of a controversial education bill in the middle of spring break...""when they hope (teachers) are not watching or listening.""",0,1553
674,Weare picking up oil with shovels and paper and plastic bags.,1,1554
675,The Milwaukee County bus system has among the highest fares in the nation.,0,1555
676,President Obama has raised taxes 19 times.,1,1556
677,Says GM used taxpayer dollars to prop up operations in China.,0,1557
678,Banks paid Hillary Clinton over $1 million and are contributing millions more to elect her.,1,1558
679,We spent $3-million of your money to study the DNA of bears.,1,1559
680,"One out of two Americans are living either in or near poverty. That means 150 million Americans, half of us.",1,1560
681,Limberbutt McCubbins (a five-year-old cat) is a candidate in the 2016 presidential election.,1,1561
682,Says Jonathan Gruber was some adviser who never worked on our staff.,0,1562
683,Jennifer Carroll is the first African-American Republican woman to be part of a statewide ticket in Florida.,1,1563
684,"Georgia has more than 700 law enforcement agencies, and fewer than 20 percent of them are state-certified.",1,1564
685,Says Dan Sullivan approved a light sentence for a sex offenderwho got out of prison andis now charged with a gruesome murder and sexual assault.,0,1565
686,One third of our age group (Millennials) have moved back in with their parents.,1,1566
687,"Because of the current immigration crisis, Republicans want to repeal a 2008law that President George W. Bush signed and want to be on record as not wanting to protect children from ...sex trafficking.",0,1567
688,It has been the law since the beginning of the country that the children of American citizens born ... abroad are American citizens by birth.,1,1568
689,Owen in MA vs. Owen in RI Advantage:Rhode Island.,1,1569
690,"In 1960, most black children were raised in two-parent, monogamous families. Today we have only 20 percent of black children being raised in two-parent, monogamous families...",1,1570
691,"If youre a wealthy CEO or a hedge fund manager in America right now, your taxes are lower than theyve been since the 1950s.",1,1571
692,College students who are NOT U.S. Citizens and who get the PELL Grant plan to return to their home countries after getting free gas cards and child care.,0,1572
693,Donald Trumps been completely consistent about his plan for nonviolent undocumented immigrants.,0,1573
694,Barack Obama has the longest track record of any candidate in this election in support of the 'Bridge To Nowhere.' ,0,1574
695,Says a Sanders campaign ad never said ... a newspaper endorsed us that did not.,0,1575
696,Obama will charge a 28 percent tax on all home sales.,0,1576
697,"A Koch brothers group is going to college campuses, giving away free booze to try to bribe young folks out of getting health insurance.",1,1577
698,Said he won the Democratic primary without one ... negative TV spot.,1,1578
699,About 95 percent of (Ohios) electricity comes from burning coal.,1,1579
700,"Says over the last two years, New Jersey Schools Development Authority employees have not started or completed one single school project, and Im not talking about major school renovation. Im talking about replacing boilers, roofs.",0,1580
701,Says Tammy Baldwin voted to gut Medicare for seniors.,0,1581
702,The stand your ground lawcaused the shooting death of Trayvon Martin.,0,1582
703,"In Georgia, Perdues company closed plants and moved jobs to China.",1,1583
704,"Says Republican Reid Ribble says stimulus bill failed to jumpstart the economy, but his roofing company made almost $300,000 off stimulus funded projects.",1,1584
705,"Under a proposed bill, a $100,000 homes flood insurance premium would be maybe $200 or $300 annually.",0,1585
706,Social Security has never contributed one cent to the deficit. Not one cent.,1,1586
707,Obamacare takes $500 billion out of Medicare and funds Obamacare.,1,1587
708,The state that has the highest per capita number of guns that end up committing crimes in New York come from Vermont.,1,1588
709,"Over the last 10 years, incomes for the top 1 percent have grown. Meanwhile, the bottom half of the country, theyve seen their wages stagnate.",1,1589
710,"I think with the exception of the last year or maybe the last two years, we were at 100 percent when it came to contributing to the Providence pension fund.",1,1590
711,Almost all of the polls that have come out suggest that I am a much stronger candidate against the Republicans than is Hillary Clinton.,0,1591
712,The Obama administration is allowing state waivers from welfare work requirements only if they had a credible plan to increase employment by 20 percent.,1,1592
713,All but one of the 50 states already have some form of a balanced budget amendment in their state constitutions.,1,1593
714,"The U.S. deficit ""increases at $3 million per second.""",0,1594
715,President Barack Obamas judicial appointments for Georgia and the region were drafted in secret and not vetted by legal groups among the presidents supporters.,1,1595
716,I have not changed my position on the (gay) marriage amendment or anything else related to marriage.,1,1596
717,"McCain and Bush are millionaires who are ""for tax cuts for millionaires.""",1,1597
718,"The Affordable Care Act says that at age 76 when you most need it most, you are not eligible for cancer treatment. Cancer hospital will ration care according to the patients age.",0,1598
719,The Human Rights Campaign is more powerful than the NRA.,0,1599
720,About 85 percent of hotel guests who will pay the new $5 hotel/motel fee will be from outside Georgia.,1,1600
721,We spend more per student than almost any other major country in the world.,1,1601
722,Says the hospital listed on Barack Obamas just-publicized long-form birth certificate denies the president was born there.,0,1602
723,"Hillary (Clinton), one time late at night when she was exhausted, misstated and immediately apologized for it, what happened to her in Bosnia in 1995.",0,1603
724,We now actually import more oil than we did before 9/11.,1,1604
725,"If you look at Latino kids between 17 and 20 who graduated high school, 36 percent of them are unemployed or underemployed. African-American kids are unemployed or underemployed to the tune of 51 percent.",1,1605
726,Says Gov. Rick Perry is by far and away the highest-paid state employee on an hourly basis.,0,1606
727,Says the Hawaii governor cant find anything that says (President Barack Obama) was born in Hawaii.,0,1607
728,"Under President Ronald Reagan, illegal immigrants were not pouring in likethey are now.",0,1608
729,House Democrats have a two-to-one advantage money-wise against House Republicans.,1,1609
730,Georgia can substantially increase its funding for education by going after $2.5 billion in uncollected taxes.,1,1610
731,Most people in New Hampshire want to raise the minimum wage. (State Rep. Marilinda) Garcia opposes it.,1,1611
732,"Says nearly 30,000 federal employees in Oregon were furloughed during the government shutdown.",0,1612
733,"After Fahrenheit 9/11 came out, ""Bush's approval rating never was better, it only got worse.""",0,1613
734,We are making the largest investment in education in our nations history.,1,1614
735,"No city in the state, no state in this nation, for that matter the entire world, has adopted (clean energy) targets more ambitious in scale.",1,1615
736,"In the last two years, we have reduced the deficit by $2.5 trillion.",0,1616
737,The prosecutor who brought the indictment of Texas Gov. Rick Perryhas ties to Obama. He has ties to the Democrats.,0,1617
738,Hurricane Irene was the second-largest storm to hit North America in terms of power outages -- and the first hurricane to make landfall in New Jersey since 1904.,1,1618
739,Sen. Obama's chair in New Hampshire is a lobbyist. He lobbies for the drug companies.,1,1619
740,"Says, Oregon has the third largest class size in the nation.",1,1620
741,U.S. Senate candidate David Perdues company took $3 million from the federal stimulus program that President Barack Obama created.,0,1621
742,My opponent supported policies that increased tuition by 18 percent.,0,1622
743,"I was fighting against those (Republican) ideas when you were practicing law and representing your contributor, Rezko, in his slum landlord business in inner city Chicago.",0,1623
744,A cap-and-trade plan promoted by Barack Obama would hit hardest those already struggling to make ends meet.,1,1624
745,Says Bill Nelson voted to raise our taxes 150 times.,0,1625
746,America produces more oil and gas than any other nation in the world.,1,1626
747,"Many of the alarmists on global warming, theyve got a problem because the science doesnt back them up. In particular, satellite data demonstrate for the last 17 years, theres been zero warming.",0,1627
748,She is the only candidate who has stood by our community and immigration reform from the beginning.,0,1628
749,There is an increasing amount of evidence from public polling that the highest number of Americans ever identify themselves as pro-life.,1,1629
750,Says Bill White is for gay marriage.,0,1630
751,Barack Obama and Hillary Clinton have left us with $19 trillion in debt.,0,1631
752,"Says the EPA ""outsourced the scientific basis for its greenhouse gas regulation to a scandal-plagued international organization that cannot be considered objective or trustworthy.""",0,1632
753,Recent record-low water levels in Lake Michigan are evidence that global warming is leading to the evaporation of our Great Lakes.,1,1633
754,Says Gov. Scott Walker has dropped Wisconsin to 45th in the nation in job growth prospects while campaigning for president out of state.,0,1634
755,The Senate health care bill is longer than Tolstoy's 'War and Peace.',0,1635
756,"In a watershed 1958 decision, the Warren court asserted by itself that the Supreme Court was supreme over the president and the Congress.",0,1636
757,Half the lottery directors across the country had not run a lottery before they were hired.,1,1637
758,"Americans who get their insurance through the workplace, cost savings could be as much as $3,000 less per employee than if we do nothing.",1,1638
759,The Georgia Lottery Corp. has only once in the past 16 years paid out the agreed upon 35 percent of proceeds to the account which funds the HOPE scholarship.,0,1639
760,Says the foreman of the jury that convicted him was a Greenpeace activist.,1,1640
761,On a single-payer health care system.,1,1641
762,"Says that in 2009 ExxonMobil paid no federal income taxes, received a $156 million rebate.",0,1642
763,"A 10-year state program that created 202 jobs at a cost of $247,000 per job was approved by former Gov. Jim Doyle.",0,1643
764,GOP presidential hopeful Herman Cain called Ron Pauls followers ignorant.,0,1644
765,Ralph Hall has never voted to raise the debt ceiling.,0,1645
766,Says Donald Trump won more counties than any candidate on our side since Ronald Reagan.,1,1646
767,Says that to drive the length of the newly drawn 15th District youd find yourself on the road as long as it would take to drive from Columbus to Niagara Falls.,1,1647
768,There is not a single candidate in the Republican primary that thinks we should do anything about climate change.,1,1648
769,Says the claims that Texas faces a $27 billion shortfall are flat-out false.,0,1649
770,"Since January 2010, New Jersey has added 103,000 new private sector jobs. The last two years -- 2011 and 2012 -- have been the best two years of private sector job growth since 1999.",1,1650
771,Congress can tell [the Supreme Court] which cases they ought to hear. We have that authority.,1,1651
772,Says Donald Trump has given more money to Democratic candidates than Republican candidates.,0,1652
773,Says Mitt Romney wants to add $2 trillion to defense budget that the military hasnt asked for.,1,1653
774,"If the legislature refuses to expand Medicaid, 27 states are going to get our money Virginia taxpayer money into their states to provide health care for their citizens, paid for by us.",0,1654
775,"The Trans-Pacific trade deal could cost America 448,000 more jobs.",1,1655
776,Barack Obama is the first president to file lawsuits against the states he swore an oath to protect.,0,1656
777,More than 70 percent of American adults have committed a crime that could lead to imprisonment.,1,1657
778,Says Ohio Attorney General Mike DeWine is hypocritical for challenging the constitutionality of the new health care law.,0,1658
779,"A study says Massachusetts has lost 18,000 jobs because residents were required to obtain health insurance under an act signed into law by Mitt Romney.",0,1659
780,Attorney General Roy Cooper refuses to do his job by not defending House Bill 2 in a lawsuit.,1,1660
781,Says Georgia Democratic Senate hopeful Michelle Nunn supports higher taxes.,0,1661
782,"A year since the Recovery Summer, there has been been a fall, winter and spring of no recovery.",0,1662
783,Gov. Deal has the worst record on education in the history of this state.,0,1663
784,The American murder rate is 50 times that of any other developed nation.,0,1664
785,"Says in the 2012 State of the Union address, President Obama didnt even mention the deficit or debt.",0,1665
786,"As a former federal prosecutor, I prosecuted over 4,000 cases.",1,1666
787,"Says Rep. Tom Reed, R-N.Y., voted to raise the Social Security retirement age on us.",1,1667
788,Ive supported every investigation (into Hurricane Katrina) and ways of finding out how what caused the tragedy. Ive met with people on the ground. Ive met with the governor.,0,1668
789,Their New York casino deal was called rigged and corrupt.,1,1669
790,Says there have been 50 million abortions since Roe v. Wade was decided.,1,1670
791,"Late changes to the Arizona immigration law ""lay to rest questions over the possibility of racial profiling.""",0,1671
792,"Says 13 Texas universities have announced or implemented a $10,000 degree.",0,1672
793,"Says an illegal immigrant fraudulently claimed children who actually lived in Mexico on income tax forms to collect more than $29,000.",1,1673
794,The (State Board of Administration) transparency issue got a great airing the last legislative session.,0,1674
795,83% of doctors have considered leaving the profession because of #Obamacare.,0,1675
796,Says Scott Walkers jobs agency gives financial incentives that lead Wisconsin companies to look at shipping jobs elsewhere. ... A company got $4.6 million in taxpayer money and actually reduced its jobs by 300 people.,0,1676
797,"Says that in 2001, Rick Perry spoke favorably of binational health insurance between Mexico and Texas.",1,1677
798,Says President Abraham Lincoln enforced the Fugitive Slave Act until the Civil War ended.,0,1678
799,Says his parents came to America following Fidel Castros takeover of Cuba.,0,1679
800,Our trade deficit in goods reached nearly $800 billion last year alone.,1,1680
801,"The Democrats' health care bills would end ""the denial of ... coverage to those who have a pre-existing condition,"" while the Republican bill would not.",1,1681
802,Says Ohios economic recovery started in February 2010.,1,1682
803,Gov. Scott Walker is helping pay for the criminal defense of a man accused of boy rape.,0,1683
804,"Barack Obama ""pays for every dime"" of his spending plans.",0,1684
805,"Says there were multiple instances of voter fraud in Wood County, Ohio.",0,1685
806,"Says Canada has one-tenth of our populationyet it issues far more high-skilled visas (more than 150,000) yearly than we do (65,000).",1,1686
807,"Says a group estimates that the annual cost to Oregon taxpayers for government services to illegal aliens, after any income tax revenue from them, is $1 billion.",0,1687
808,"Says for the first time ever, Texas lawmakers are not funding student population growth.",1,1688
809,Leticia Van de Putte voted to give illegal immigrants in this country free health care--not emergency health care but total free health care.,0,1689
810,"Since sequester began federal employment has been subtracting 6,000-7,000 jobs per month",0,1690
811,Says no Austin City Council member lives south of Lady Bird Lake or north of 45th Street.,1,1691
812,Ohio taxpayers spent more than $67 million for the year on food stamps and Medicaid for Wal-Mart workers,1,1692
813,One out of every five law enforcement officers thats killed is killed with an assault weapon.,1,1693
814,Mitt Romney did not run his campaign on the basis of arguing his experience in the business world was a reason to vote for him.,0,1694
815,Says PolitiFact issued a True ruling on Paul Krugman calling Governor Christie a fiscal phony.,0,1695
816,Alexi Giannoulias top aide was a longtime BP lobbyist.,0,1696
817,The streetcar project proposed for downtown Milwaukee would actually take precious revenue away from the Milwaukee Public Schools.,0,1697
818,Federal spending is the highest its been as a share of our economy in 60 years (and) revenue is the lowest its been as a share of our economy in 60 years.,1,1698
819,"Last year -- actually, this year in May -- we saw New Jersey Transit fares rise anywhere from 25 percent to 47 percent.",1,1699
820,Says excessive speculation is pushing up oil prices and a recent report estimates it adds 56 cents to every gallon of gasoline siphoned from the pump.,1,1700
821,Weve got four Supreme Court justices who signed their name to a declaration that Americans have no fundamental right to self-defense.,1,1701
822,Says Wisconsin Gov. Scott Walker has threatened to call out the National Guard if workers protest against changes to bargaining laws.,0,1702
823,"Under our (2011-13) budget, the average (Wisconsin) property taxpayer will save $700.",0,1703
824,Al-Qaida has grown fourfold in five years.,1,1704
825,The salaries of Wisconsins best-educated public school teachers were slashed by Gov. Scott Walker through a recent administrative rule change.,0,1705
826,The stimulus has $30 million in there to protect mice in San Francisco.,0,1706
827,CNNs Crap Polling is so bad that it shows that no one under the age of 50 has an opinion of Hillary Clinton.,0,1707
828,Our numbers are going up at the airport.,0,1708
829,"When you compare our state pension system to other systems throughout the country, our benefits are not gold-plated. They are not rich. They are actually average or below average.",1,1709
830,Texas would have to increase current state spending by 28 percent just to reach the national average for spending per resident.,1,1710
831,"Speaker Pelosi ... has been busy sticking the taxpayer with her $100,000 bar tab for alcohol on the military jets that shes flying.",0,1711
832,Says Studies show the average age of entry into prostitution is 12 to 14 years old.,1,1712
833,"The Obama Health and Human Services Department is planning to compile a federal health record on all U.S. citizens by 2014, including each individuals Body Mass Index.",0,1713
834,Says that the state spends more money on tax giveaways than it receives in tax collection.,1,1714
835,"Thirty-four of the last 44 (debt ceiling increases) have been for less than a year. So, this notion that short-term is somehow the exception, its actually the rule.",1,1715
836,Martin Luther King Jr. was a Republican!,0,1716
837,We have one charter school that for seven years has been rated unacceptable.,0,1717
838,"Says he first unveiled his new legislative agenda in Wisconsin, not in California as critics complain",0,1718
839,There are over 100 pipelines between the United States and Canada right now.,0,1719
840,"The Senate-passed health care bill ""is identical to the Massachusetts health care plan -- the same thing.""",1,1720
841,The Government Accountability Office estimated (Obamacare) will add to the long-term deficit by $6.2 trillion.,0,1721
842,Nearly 60 percent of women who use birth control do so for more than just family planning.,1,1722
843,"In 1950, the average American lived for 68 years and 16 workers supported one retiree. Today, the average life expectancy is 78 and three workers support one retiree.",1,1723
844,"Under Gov. Scott Walker, unemployment is increasing in Wisconsin at twice the rate it is nationally.",0,1724
845,"In Mexico, they dont have birth certificates... they dont have registration cards for voters. They have one national ID.",0,1725
846,"Deficit spending exploded during the Obama administration to $5.3 trillion over four years, compared to $2 trillion in eight years under President George W. Bush.",1,1726
847,"As governor, Ted Strickland left only 89 cents in Ohios rainy day fund.",1,1727
848,"Under President George W. Bush, ""the national debt went from $5 trillion to $12 trillion.""",0,1728
849,"The U.S. ""only ranks 25th worldwide on defense spending as a percentage of GDP.""",0,1729
850,"Under Gov. Scott Walker, employer confidence now stands at 95 percent, compared to only 10 percent at the end of the Gov. Jim Doyle-Mary Burke administration.",0,1730
851,We have the lowest beer tax in the nation.,0,1731
852,John Boehner said the jobs of teachers and nurses and police officers and firefighters are government jobs that werent worth saving.,0,1732
853,[E]xcise tax increases drive commerce across state lines.,1,1733
854,Obama's Ten Point Plan to 'Change' the Second AmendmentBan use of firearms for home defense.,0,1734
855,"If we manufactured 5-million of these 2.5-meg windmills across the country, we could electrify the entire nation the entire nation.",0,1735
856,Says Tennessee has some of the lowest beer excise tax rates in the country.,1,1736
857,Buying the naming rights to the new Falcons stadium is the largest marketing deal in Mercedes-Benz history.,1,1737
858,"For the first time in over a decade, business leaders around the world have declared that China is no longer the worlds No. 1 place to invest; America is.",1,1738
859,"His proposed budget would ""cut our deficit in half by the end of my first term.""",1,1739
860,"As governor, [Mitt Romney] balanced the budget without raising taxes and created jobs.",1,1740
861,(Obamacare) is a bill which has never once had a majority of Americans favor it.,1,1741
862,97 percent of the 100 poorest counties in America are in red states.,1,1742
863,"Despite the passage of HB2, towns, cities and counties in North Carolina are still allowed to set stricter non-discrimination policies for their own employees if they choose.",1,1743
864,"When we got the income tax in 1913, the top rate was 7 percent. By 1980, the top rate was 70 percent.",1,1744
865,CNN did a poll recently where Obama and I are statistically tied.,0,1745
866,NASCAR fans are twice as likely as non fans to serve in the military and 37 percent of active servicemembers and veterans are NASCAR fans.,1,1746
867,Says President Dwight Eisenhower moved 1.5 million illegal immigrants out of this country.,1,1747
868,"By the time I finish this speech, two Americans will be slain, six women will be raped, 27 of us will be robbed, and 50 more will be beaten.",1,1748
869,Common Core is being used by the Obama Administration to turn the Department of Education into what is effectively a national school board.,0,1749
870,"For immigrants with visa overstays, we make no effort to hold them accountable to that or uphold the law.",1,1750
871,[Appalachian Power] wants another 10 percent rate increase. The compensation package for CEO Mike Morris rose 22 percent to $8.7 million in 2010.,1,1751
872,"By the time(Mitt Romney)left office, Massachusetts was 47th in the nation in job creation.",1,1752
873,"In states where the federal government helps run these (health care) marketplaces, the average American will have more than 50 different plans to choose from, with different levels of coverage.",1,1753
874,"Florida unemployment has dropped more than 2 percentage points, down from 12 percent to 9.9 percent, the second-largest drop in the nation.",1,1754
875,"The Consumer Financial Protection Bureau passed a rule giving the agency unprecedented power to shut down businesses, no matter what the reason, at any time it wishes.",0,1755
876,DNC chair Debbie Wasserman Schultz denied unemployment went up under Obama.,0,1756
877,"McCain, ""voted against renewable sources of energy, against biofuels, against solar power, against wind power.... """,1,1757
878,"Says Connie Mack IV has been a promoter for Hooters with a history of bar room brawling, altercations and road rage.",1,1758
879,"I'm the first person who really took up the issue of the war. Four years ago I said that there was no proof that Iraq had weapons of mass destruction, and, actually... did an analysis which disproved the cause for the war.",1,1759
880,Our recent state budgets have far exceeded population and inflation growth.,0,1760
881,The vast majority of our international commitments take effect without congressional approval.,1,1761
882,"Says the federal stimulus program was ineffective because the number of jobs has actually decreased by 18,300 through July 2011.",1,1762
883,The United States regulations are among the most difficult in the world.,0,1763
884,Says Sherrod Brown voted for the $1.17 trillion health care law that adds a new tax on Ohio manufacturers.,1,1764
885,Sen. McConnell offered a fully paid two-month extension of unemployment insurance.,1,1765
886,The video doesn't show the broader picture of the firing that was going on at American troops.,1,1766
887,"Under Obamacare, 75 percent of small businesses now say they are going to be forced to either fire workers or cut their hours.",0,1767
888,"When Peppers tax was finally voted down, Pepper laid off cops and closed jails and let criminals run free in the streets.",0,1768
889,''Both Democrats and Republicans are advocating for the use of student test scores to measure teacher effectiveness.'',1,1769
890,We borrow a million dollars every minute.,1,1770
891,"There are over 700,000 Americans on some watch list or another that would all be captured in a Democratic amendment intended to stop suspected terrorists from buying guns.",0,1771
892,The (Ohio) economy is on the mend. It is in better shape than it was when we took office.,1,1772
893,The Republican presidential nominee hasnt won women since 1988.,1,1773
894,Says Michelle Nunn has acknowledged allowing a convicted felon to hold a fundraiser for her.,1,1774
895,"A national poll found that among people who oppose the Democratic health care reform bill, ""almost 40 percent"" opposed it not because it goes too far, but because ""they dont think it goes far enough. ... They will not be unhappy when we pass health care reform.""",1,1775
896,Stimulus dollars paid for windmills from China.,0,1776
897,The Libyan people have voted twice in free and fair elections for the kind of leadership they want.,1,1777
898,"In the Georgia-Russia conflict, we flew a brigade of Georgian soldiers from Iran to Georgia and sent U.S. ships into the Black Sea and provided various kinds of supplies.",1,1778
899,"He's leading by example, refusing contributions from PACs and Washington lobbyists.",1,1779
900,Says John Bolton supported the Iraq War and said last year thatI still think the decision to overthrow Saddam was correct.,1,1780
901,Signs letter saying Consumer Product Safety Commission is acting without consultation or input from the company to stop the sale of Buckyballs.,0,1781
902,On receiving campaign contributions from out-of-state donors,0,1782
903,The Democrats health care reform law is agovernment takeover of health care.,0,1783
904,Says he helped lead an outside audit thatll save (Milwaukee County) taxpayers over $200 million.,0,1784
905,"Just like Donald Trump, David Jolly wants to outlaw a womans right to choose.",0,1785
906,Speaker Gingrich has said that we ought to get rid of our child labor laws.,0,1786
907,Women account for 92.3 percent of the jobs lost under Obama.,0,1787
908,"Says Hillary Clinton and the Democrats admitted theres one candidate who scares Hillary Clinton, and thats Sen. Marco Rubio.",1,1788
909,Texas had the worst voter participation in the country in the November 2014 elections.,1,1789
910,Its typical for a presidential candidate to release 10 or 11 years of tax returns.,1,1790
911,Says Texas school systems lose 45 days a year on testing.,0,1791
912,Obama nominee Dawn Johnsen called motherhood 'involuntary servitude.',0,1792
913,New Jerseys once-broken pension system is now solvent.,1,1793
914,Page 992 of the health care bill will establish school-based 'health' clinics. Your children will be indoctrinated and your grandchildren may be aborted!,0,1794
915,"During three and a half years of campaigning, Lamar Smith has never once appeared at a moderated debate to defend his positions on the issues.",1,1795
916,"Says President Barack Obama got a pass over controversalremarks byRev. Jeremiah Wright, while a12-year-old speech by House Majority Whip Steve Scalise hasblown up into a national story.",0,1796
917,"Only 536 Georgians are signed up for Obamacare while 400,000 in the state lost their health insurance.",1,1797
918,"Says the jurisdictions with the strictest gun control laws, almost without exception have the highest crime rates and the highest murder rates.",0,1798
919,"Under Obamacare, when you turn Medicaid over to the states ... the money will be available up front for the expansion for a few years. Then, the money will go away.",0,1799
920,Says Republican lieutenants to House Speaker Joe Straus aired radio ads supporting Democrat(ic state Rep.) Mark Homer... helping the Democrat to a narrow win.,1,1800
921,Says U.S. Rep. Tom Price is sending letters both supporting and opposing the small-business killing Internet Tax Mandate.,0,1801
922,Four million women have fallen into poverty in the last six years.,0,1802
923,There is over 20 times more energy in a proposed Southside uranium mining site than there is in all the oil thats estimated to be off Virginias coast,1,1803
924,Candidates for governor routinely disclose their spouses tax returns.,1,1804
925,There have been more terrorist attacks on U.S. soil by ... Muslims in Obamas first 18 months in office than in the six years under Bush after he invaded Iraq.,1,1805
926,Obamas 2012 policy on younger immigrants created these children coming across the border.,0,1806
927,Says Marco Rubio has a 98 percent voting record with the Koch brothers.,1,1807
928,Unions dont have to comply with Obamacare.,0,1808
929,Roughly 700 Georgians die needlessly each year because they are too far from a trauma center.,0,1809
930,"If Obama's economic plan creates 600,000 new government jobs, ""that's about the size of the post office work force.""",1,1810
931,"Despite the administration telling us (health care reform) was going to reduce health care costs, they now acknowledge its going to dramatically increase health care costs.",0,1811
932,Maryland is creating jobs at 2 times the rate that Virginia is.,0,1812
933,(Hillary Clintons State Department) actually admonished one of her ambassadors because he wasnt using the proper server.,1,1813
934,"Says Hillary Clinton has been saying lately that she thinks that I am, not qualifiedto be president.",0,1814
935,"Eric Cantor took $5 million from Sheldon Adelson, a Las Vegas casino owner.",0,1815
936,"Literally, by the time a child is 18 years of age, theyve killed over 100,000 people in video games and other online things.",1,1816
937,Bill McCollum voted for higher taxes and fees 42 times while he was in Congress.,0,1817
938,Says Sen. Kay Hagan has missed half of the (Senate Armed Services) Committees hearings in 2014.,1,1818
939,"Sheldon Whitehouse [got] a secret closed-door briefing, warning of the [2008 economic] crash.",0,1819
940,Says the federal government is supporting a study in Hawaii to develop a menu for when we colonize Mars.,1,1820
941,"And by the way, when I was governor, I did make the payment into the pension fund.",1,1821
942,ObamaCare enrollment lie: Obama counts an enrollee as a web user putting a plan in their online shopping carts.,0,1822
943,"While the government grew, we lost more than 2 million jobs.",1,1823
944,Obamacare is costing 2 million jobs.,0,1824
945,Liberals have figured out a Facebook algorithm and all the people getting banned from Facebook are somehow conservatives.,0,1825
946,The states overall revenues only returned this year to 2007 levels.,1,1826
947,President Barack Obama attended an Islamic madrassa.,0,1827
948,2014 midterm election spending by the left and the right are both equal.,1,1828
949,"The expiration of the Bush-era tax cuts ... would be the biggest tax increase in the history of the country, about $4.6 trillion over 10 years.",0,1829
950,Violent crime is up since the last year of Sharpe James administration. This year its higher. The unemployment rate is almost 15 percent. The high school dropout rate is over 50 percent.,1,1830
951,I have voted every year in Wisconsin.,0,1831
952,"Were spending tremendous amounts of money to educate our kids. In the world, were No. 1 per pupil by a factor of four.",0,1832
953,Obama has admitted a cap and trade plan would cause electricity bills to skyrocket.,1,1833
954,Says John Cornyn dodged the draft during the Vietnam War.,0,1834
955,Baltimore spends the third highest per capita on its public schools.,1,1835
956,The final pitch of Don Larsens perfect game in the 1956 World Series was a foot and half probably high and outside.,1,1836
957,"The financial services bill will end ""too-big-to-fail.""",0,1837
958,"When Social Security first started, there was 16 workers for every retiree. Today there are three workers for every retiree and soon there will be only two for every retiree.",1,1838
959,Medicare and Medicaid are the single biggest drivers of the federal deficit and the federal debt by a huge margin.,1,1839
960,"Every Republican nominee since Richard Nixon, who at one time was under an audit, has released their tax returns.",1,1840
961,Says abortion increases the risk of breast cancer.,0,1841
