,statement,label,SentimentScore,CountPunc,Readability,CountWord
518,"But it was Hillary Clinton, in an interview with Tom Brokaw, who quote 'paid tribute' to Ronald Reagan's economic and foreign policy.",1,0.0,6,13.5,22
519,Hostages were released as soon as Ronald Reagan took office because Iran perceived that America was no longer under the command of someone weak.,0,-0.6249,1,14.3,24
520,A photo from the Russia-Finland hockey game shows a sad Vladimir Putin and Dmitry Medvedev.,0,-0.4767,2,10.2,15
521,"In 1968, a full-time worker earning minimum wage, could actually support a family of three above the poverty line. Today, that same worker would earn less than the poverty line for a family of two.",1,-0.5994,6,9.3,35
522,"Republican gubernatorial candidate Eric Greitens spent another $600,000 on image consultants to rebrand his charity, The Mission Continues.",1,0.4215,4,19.5,18
523,Says his much-discussed boots are made in Wisconsin.,0,0.0,2,9.1,8
524,Says U.S. Sen. Ron Johnson doesnt even believe that theres a man-made role in climate change.,1,0.0,5,9.6,16
525,Bill Nelson was the deciding vote on the health care law.,0,0.4939,1,4.2,11
526,Veterans can now download their electronic medical records with a click of the mouse.,0,0.0,1,9.8,14
527,Fox News barely covered (the Duggar family) scandal until Megyn Kelly was able to secure this interview.,1,-0.128,3,11.5,17
528,China is in the South China Sea and (building)a military fortress the likes of which perhaps the world has not seen.,1,0.4215,3,10.6,21
529,"During my eight years as county executive, we cut the number of county workers by 20 percent.",1,-0.2023,2,8.4,17
530,(Bill) Nelson voted for billions in wasteful spending earmarks like the Bridge to Nowhere.,1,0.3612,3,11.5,14
531,"Under President Barack Obamas leadership, since June 2009, (the auto) industry has added a quarter of a million jobs.",1,0.0,5,12.6,19
532,"Jobs incentive program created over 1,200 high-wage jobs since 2009.",0,0.5423,3,11.4,10
533,"My opponent... lost 43,000 jobs in Houston since he took over; we are losing jobs.",0,-0.5994,6,7.4,15
534,A recent study found that cities where Uber operates have 3.6%-5.6% fewer drunk driving deaths than cities without access to ridesharing.,1,-0.34,6,15.3,21
535,More businesses are closing than are opening for the first time in our nations history.,1,0.0,1,9.0,15
536,Foster children are disproportionately victims of identity theft.,0,-0.3182,1,16.7,8
537,"Full marriage equality [would provide same-sex couples] with about 1,700 rights.",0,0.0,5,14.0,11
538,"Obama says his bill ""reduced welfare rolls nearly 80 percent.""",1,0.0,3,8.5,10
539,Reporters have uncovered another Scott company accused of criminal acts. But Scott wont come clean.,0,-0.6895,2,9.0,15
540,The seed of Muslim is passed through the father.,0,0.0,1,4.0,9
541,"The number of SWAT raids have gone up by 1,400 percent since the 1980s.",1,0.0772,2,5.1,14
542,"Says that under Texas law, it takes six years to close a failing school.",0,-0.5106,2,5.4,14
543,The planned expansion of Savannahs port is a jobs creating project.,1,0.296,1,8.5,11
544,"Says Rick Scott changed his promise from700,000 jobs created on top of what normal growth would be to just 700,000 jobs.",1,0.7717,3,11.5,21
545,I waited until (the Trans-Pacific Partnership trade agreement) had actually been negotiated before deciding whether to endorse it.,1,0.3182,4,17.1,18
546,"Gov. Romney was very clear, he would veto the DREAM Act.",1,0.6834,3,3.8,11
547,The Wisconsin Economic Development Corp. cannot account for creating one single job.,0,-0.2235,2,13.2,12
548,"Under the clear letter of the law, (Justice Clarence Thomas) must recuse himself from the case challenging the constitutionality of the health care law.",1,0.7506,4,15.9,24
549,Collectively states are spending more on Medicaid than they do on K-12 education.,1,0.0,2,10.1,13
550,"Lizbeth Benacquisto broke election law 105 times, hiding special interest contributors.",1,0.1779,2,17.0,11
551,"Every dollar we invested in high-quality, early education programs can save more than $7 later on by boosting graduation rates, reducing teen pregnancy, even reducing crime.",1,0.2732,6,18.4,26
552,"Recently, Florida has successfully reduced the environmental permitting time down to just two days.",0,0.4939,2,14.5,14
553,"Energy nominee Steven Chu has called coal ""his worst nightmare.""",1,-0.4588,3,9.5,10
554,Gov. Charlie Crist sought for and got approved the automatic restoration of felon rights for nonviolent offenders for the first time in Florida history.,0,0.0772,2,15.9,24
555,"And 100 percent, John, of your ads . . . 100 percent of them have been negative.",0,-0.5719,6,7.1,17
556,"Were up 123,000 jobs over the last year and three-quarters. Were actually, according to the Bureau of Labor statistics, down 500 ... auto jobs in Ohio.",1,0.0,9,8.6,26
557,The commission form of government is definitely losing favor in the United States.,1,0.6808,1,10.4,13
558,"The company I created, Point Judith Capital, ""is the only venture capital firm in Rhode Island.""",1,0.25,5,10.4,16
559,"Says how much money the government is collecting from people...in terms of the gross domestic product is the lowest in 40, 50 years.",1,-0.6908,5,12.6,23
560,"In fact, theres more state funding for education today than any other time.",1,0.0,2,7.9,13
561,Says President Barack Obamas own economists say the stimulus cost $278K per job created.,0,0.25,2,10.8,14
562,"The U.S. government spends less on energy innovation ""than the pet food industry invests in its own products.""",0,0.4867,5,11.9,18
563,For most black people in the history of this country it was illegal to pass as a white person. You were actually put in jail if you tried to pass.,1,-0.5574,2,4.4,30
564,Obamacare Medical Codes Confirm: Execution by Beheading To Be Implemented in America.,0,0.0,2,13.6,12
565,"After Sandy Hook, Ted Cruz stopped Obamas push for new gun control laws.",0,-0.5106,2,6.8,13
566,"Henry Kissinger ""said that we should meet with Iran guess what without precondition.""",1,0.0,3,11.5,13
567,Minnick voted to let the government fund abortion under Obamacare.,0,0.0,1,10.4,10
568,"Says traffic fatalities have fallen dramatically, even as population has risen. You are more likely to stay alive biking, walking and driving around Portland than you were before he took over the Portland Bureau of Transportation.",1,-0.5859,4,13.1,36
569,"Newgard owed more than $13,000 for unpaid taxes on his $1 million Milwaukie apartment complex.",0,0.0,4,11.2,15
570,She hasn't run a corner store. She hasn't run a state. She hasn't run a city. She has never run anything.,0,0.0,7,0.3,21
571,On expanding Medicaid as part of the health care law,0,0.4939,0,3.8,10
572,"[O]ver 200,000 ordinary citizens were given the opportunity to identify projects they preferred.",1,0.4215,4,15.5,13
573,"In Florida alone, more than $3.5 billion a year is spent on health care and criminal justice for illegal immigrants.",0,-0.34,4,11.4,20
574,Ronald Reagan did amnesty.,1,0.0,1,7.7,4
575,Every child in Colorado who has been given medical marijuana for treatment for seizures has had diminished seizure activity.,1,0.0,1,14.4,19
576,"Says that under President Barack Obamas health care law, your insurance premiums could go up by 200 percent and cost as much as a new Explorer.",0,0.4939,2,13.0,26
577,"Daraprim is still underpriced, relative to its peers.",0,0.0,2,9.7,8
578,"Says out of 588 school districts, we give 31 (former Abbott) districts 70 percent of the aid.",1,0.0,4,8.4,17
579,"Since 2000, ""the Texas clean air program achieved a 22 percent reduction in ozone and a 46 percent decrease in NOx emissions.""",1,0.4019,4,12.0,22
580,"The presidents party always gets shellacked in midterms. Its only twice, 1934 and 2002, that the presidents party actually gained in both the House and the Senate.",1,0.7906,4,9.2,27
581,Proposed fees for Rhode Island beaches will still be less than some of the town beaches.,1,0.0,1,8.0,16
582,Rick Scott vetoed funding for 30 Florida rape crisis centers. Scott said the centers werent needed.,0,-0.8689,2,7.3,16
583,"When George Bush became president of the United States, 17 million people were in poverty. When he left, 30 million people were in poverty.",0,-0.5859,4,7.3,24
584,There is a situation in this country where youre nearing 50 percent of people who dont even pay income taxes.,1,0.0762,1,9.8,20
585,"Since 2009, the Ohio Republican Party has made more contacts with voters nearly 6.6 million than any other GOP state organization in the nation.",1,0.4019,3,14.3,24
586,Suntrust Bank cancels account because company sells guns.,0,-0.2263,1,12.0,8
587,"Over the past five years, the American automobile industry has created about 500,000 new jobs.",1,0.25,3,11.2,15
588,"Right now, the (Congressional Budget Office) says up to 20 million people will lose their insurance as Obamacare goes into effect next year.",0,-0.4019,4,14.2,23
589,"Says Cresent Hardy agreed with Mitt Romney about the 47 percent and said that people with disabilities are, and I quote him, a drain on society.",1,0.5859,3,13.1,26
590,One of the reasons that Budweiser stayed in New Jersey is the money they got from RGGI to put solar on their roof to save on their energy costs.,0,0.6486,1,11.9,29
591,"Obama said that ""since 1992, the Republicans have had all the good ideas...""",0,0.4404,6,8.2,13
592,"The national debt of $16 trillion, is enough to buy both the Cleveland Indians and Cincinnati Reds 1,918 times.",1,-0.3612,4,11.1,19
593,Says Rick Santorum voted for the Bridge to Nowhere.,1,0.0,1,5.6,9
594,President Barack Obama spent $5 billion paying Ukrainians to riot and dismantle their democratically elected government.,0,-0.5574,2,17.5,16
595,The lieutenant governor has the power to be an economic ambassador and negotiate on economic development,1,0.0,0,12.8,16
596,"Sheldon Whitehouses failure of leadership, the adding of almost $8 trillion in debt in his first full term, is shameful...",1,-0.7003,6,12.8,20
597,Says Ron Johnson likes to say there are too many lawyers in the Senate 57. Hed be the 70th millionaire.,1,0.4215,2,3.4,20
598,David Perdue led efforts to ship thousands of jobs overseas.,1,0.0,1,7.6,10
599,"At this point in 2012, Rick Perry was ahead at 29.9 percent, and we had seven more leads before it finally settled on Mitt Romney.",1,0.0,4,11.0,25
600,A hidden provision in Obamacare taxes sporting goods as medical devices.,0,0.0,1,10.6,11
601,"The health care law could cost up to $2 trillion, double what we were promised.",0,0.6908,3,6.5,15
602,"President Barack Obama is the first president to keep a dog-trainer on retainer for $102,000 a year at taxpayer expense.",0,0.0,4,12.4,20
603,Greg Abbott heads up a party whose platform calls for the repeal of the Voting Rights Act.,1,0.4019,1,7.6,17
604,"Says Clackamas County Measure 3-401 will hurt our county, cripple economic growth, and increase our taxes with excessive special elections.",0,0.4939,4,16.8,20
605,Theres actually 600 abortions done after the 20th week of pregnancy every year in Ohio.,1,0.0,1,9.0,15
606,"Even hunters are restricted from using large capacity magazines: there is a five cartridge limit for large game hunting, and three for bird hunting.",1,-0.3818,3,15.1,24
607,Georgia ranks last in job growth.,1,0.3818,1,3.6,6
608,The Iran nuclear deal is putting billions of dollars back into a country thats the worlds largest supporter of terrorism. We are actually giving them the money to fund the terrorists that are killing us and our allies.,1,-0.891,2,10.5,38
609,"When George Bush said we shouldnt investigate why the governments response to Hurricane Katrina was so incompetent, John McCain stood with him.",1,-0.6113,2,15.7,22
610,Women pay 48 percent more for health insurance.,0,-0.1027,1,6.1,8
611,Who can you thank for rising prices at the pump? O-ba-ma! O-ba-ma!,0,0.4738,7,6.1,12
612,Weve already lost $500 million in economic impact from HB2 fallout in North Carolina.,0,-0.3182,2,9.8,14
613,"The state of Georgia has lost 200,000 total jobs and 50,000 construction jobs since May 2007.",1,-0.3182,3,9.6,16
614,Says roughly two-thirds of (state) corporations didnt pay any income tax in Virginia.,1,0.0762,4,11.5,13
615,Because of Barack Obama the mission in Iraq ended.,1,0.0,1,5.1,9
616,Students at the University of Texas in Austin have been advised not to wear cowboy boots or cowboy hats on Halloween.,0,0.0,1,10.8,21
617,The United States stood alone in the war in Iraq.,0,-0.4767,1,2.4,10
618,"Rob Portman shares radical, ideological views toward women.",0,-0.34,2,13.2,8
619,Says U.S. Sen. Ron Johnson voted to cut $700m from Medicare.,0,-0.2732,5,5.5,11
620,"When Mitt Romney was governor, Massachusetts lost 40,000 manufacturing jobs, a rate twice the national average.",1,-0.3182,4,14.8,16
621,"We would create thousands of jobs in Colorado, if the Keystone Pipeline were to be built.",0,0.2732,2,8.4,16
622,"More than 7,000 Americans lost their lives to climate change-fueled events last year.",0,-0.3182,3,11.5,13
623,The death penalty is a deterrent that does affect and impact people.,0,-0.7845,1,6.9,12
624,Says she is a registered nurse.,0,0.0,1,2.0,6
625,"In 2013, the United States accepted 67 percent of the worlds refugees.",0,0.5994,2,7.7,12
626,"500,000 U.S. troops came home from Iraq and Afghanistan with PTSD and traumatic brain injury.",1,-0.7579,4,10.9,15
627,North Carolina Republican Senate candidate Thom Tillis would let insurance companies deny coverage for pre-existing conditions.,1,-0.34,2,19.5,16
628,"Says in Katrina, they approved $60 billion within 10 days of the storm on a voice vote.",1,0.4215,3,6.8,17
629,Virginia is the No. 1 recipient of federal dollars.,0,-0.296,2,5.6,9
630,A recent study of a proposed cap-and-trade policys effect on Wisconsin consumers showed it could raise gasoline prices by 141 percent and electricity rates by 171 percent by 2030.,0,0.0,3,17.6,29
631,Austin politicians want to cram more kids into classrooms so they dont have to make the tough decisions to balance the budget.,0,-0.0516,1,12.0,22
632,"The violent crime rate in America is the same as it was in 1968, yet our prison system has grown by over 500 percent.",1,-0.8934,2,9.0,24
633,"Says Russ Feingold voted to raise taxes on Social Security benefits for seniors, he even tried to give Social Security benefits to illegal immigrants.",0,0.6597,2,15.5,24
634,Every person on death row was a foster kid.,0,-0.5994,1,1.4,9
635,"Through competition as governor, I got agreements to build a nearly $40-billion natural gas pipeline.",0,0.5574,4,13.4,15
636,Wisconsins technical college graduates have a higher employment rate and starting salaries than four-year college graduates nationwide.,0,0.0,2,20.0,17
637,"The average federal employee makes $120,000 a year. The average private employee makes $60,000 a year.",0,0.0,6,8.2,16
638,Science has not shown greenhouse gases to be a problem.,0,-0.4019,1,5.2,10
639,Portland spent nearly $1 million in federal stimulus money to install bike path signs where they already existed.,0,0.0,2,12.7,18
640,"If anyone should know irresponsible it should be Senator Buono. Shes the one, her budget left us with a $2 billion budget deficit in fiscal 10 that I had to fix. Her mistakes. And for fiscal year 2011 an $11 billion budget deficit. Her mistakes, along with her partner Jon Corzine.",1,-0.9062,9,6.3,51
641,"If Question 1 were to pass here in Nevada, we would have more restrictive gun laws here in Nevada dealing with the transfer of firearms than they do in California.",1,-0.3976,2,14.6,30
642,"The Bush administration has ""the Pentagon trying to take away the signing bonuses when a soldier gets wounded and ends up in the hospital, something that I'm working with a Republican senator to try to make sure never can happen again.""",1,0.7096,5,21.6,41
643,"Says Chris Christie has refused to fund pensions by billions of dollars, and got legislative approval to begin properly funding pensions in 2018.",1,0.2263,2,15.3,23
644,"In the Florida Republican primary, ""we got a very large percentage of the, quote, conservative vote.""",0,0.0,6,11.9,16
645,Says opponent Chad Chadwell wants condom techniques demonstrated to your children.,0,0.0,1,14.9,11
646,Says that PolitiFact Ohio confirms that Betty Sutton maxed out federal debt,0,-0.3612,0,9.7,12
647,"The job [of correctional officer] lowers your life expectancy . . . Metropolitan did a study in, I believe it was 1998, and the life expectancy was 58.",0,-0.128,8,8.2,28
648,Torture is illegal by our laws. Its illegal by international laws.,1,-0.9022,2,5.3,11
649,"Biden is ""one of the least wealthy members of the U.S. Senate.""",1,-0.2755,5,5.0,12
650,Says Hillary Clinton abided by the ethics agreement between the Clinton Foundation and the Obama administration.,0,0.4939,1,15.1,16
651,"Says the most dangerous time for children is from 3 to 6 p.m., during which time juvenile crime rates triple",1,-0.7841,3,9.5,20
652,State employees in Wisconsin earn about 8 percent less than if they worked in the private sector.,0,0.0,1,9.5,17
653,You know how many children in the history of the United States have died in a fire (at school)? Zero.,0,-0.4939,4,7.9,20
654,Paul Broun Jr. sides with sexual deviants to support sale of crush videos.,0,0.2732,2,7.5,13
655,"The DeWine campaign is receiving money from so many more people.(Cordrays) money is coming almost exclusively from the party, labor unions, and special counsel that he has given business to.",1,0.6597,6,18.9,30
656,Nobody in total is proposing cutting anything. Were trying to reduce the rate of growth in government.,1,0.2732,2,6.7,17
657,"Sen. Harry Reid voted against declaring English our national language, twice.",1,0.0,3,12.8,11
658,"Following the catastrophic, cascading collapse of major investment banks on Wall Street in 2007.....Nobody was prosecuted, no hearings were held and no reforms were implemented.",0,-0.9081,8,19.9,25
659,Says we have now more Border Patrol officers than weve had at any time in our history.,1,0.0,1,6.5,17
660,40% of Americans know someone who has been killed by a gun.,1,-0.7845,2,3.4,12
661,The number of Americans who receive means-tested government benefits -- welfare -- now outnumbers those who are year-round full-time workers.,0,0.4404,8,19.5,20
662,Says Patrick Murphy has taken more money from Wall Street than any other member of Congress other than the speaker and the majority leader.,1,0.0,1,13.3,24
663,Says he will protect your guaranteed benefits in Medicare while Mitt Romney would take away Medicare as guaranteed benefits.,1,0.7783,1,14.4,19
664,The [Georgia] General Assembly took away the Atlanta Board of Educations oversight of the superintendent.,0,0.0,3,14.7,15
665,We caught (the Texas Commission on Environmental Quality) lying to us about the results of air quality studies in the Barnett Shale.,1,-0.5267,3,13.4,22
666,"Over the past eight years, black youth unemployment is up.",0,-0.4404,2,6.6,10
667,"Obama, Biden and their liberal allies oppose clean coal.",0,0.4019,2,8.2,9
668,There have been 74 school shootings in America since Sandy Hook.,0,0.0,1,7.2,11
669,"For each $1 billion in infrastructure investment, 42,000 jobs are created.",1,0.25,4,11.5,11
670,Says George Norcross said the TAKEOVER OF RUTGER$ CAMDEN WILL COST NEW JER$EY BILLION$.,0,0.0,4,10.5,14
671,Says he cant release his internal affairs record because there are Attorney General guidelines in place protecting it.,0,0.0,1,14.0,18
672,David Cicilline was required to provide key information about city finances to an independent outside auditor. The deadlines were clear -- yet [he intentionally] missed them by months until after the November 2010 election.,0,0.1027,6,13.9,34
673,"The Florida House is ""holding the FINAL public hearing"" of a controversial education bill in the middle of spring break...""when they hope (teachers) are not watching or listening.""",0,0.2732,10,18.3,28
674,Weare picking up oil with shovels and paper and plastic bags.,1,0.0,1,5.9,11
675,The Milwaukee County bus system has among the highest fares in the nation.,0,0.0,1,7.5,13
676,President Obama has raised taxes 19 times.,1,0.0,1,6.3,7
677,Says GM used taxpayer dollars to prop up operations in China.,0,0.0,1,5.9,11
678,Banks paid Hillary Clinton over $1 million and are contributing millions more to elect her.,1,0.0,2,10.2,15
679,We spent $3-million of your money to study the DNA of bears.,1,0.0,3,3.8,12
680,"One out of two Americans are living either in or near poverty. That means 150 million Americans, half of us.",1,-0.5106,3,4.5,20
681,Limberbutt McCubbins (a five-year-old cat) is a candidate in the 2016 presidential election.,1,0.0,5,14.0,13
682,Says Jonathan Gruber was some adviser who never worked on our staff.,0,0.0,1,6.9,12
683,Jennifer Carroll is the first African-American Republican woman to be part of a statewide ticket in Florida.,1,0.0,2,12.6,17
684,"Georgia has more than 700 law enforcement agencies, and fewer than 20 percent of them are state-certified.",1,0.0,3,12.0,17
685,Says Dan Sullivan approved a light sentence for a sex offenderwho got out of prison andis now charged with a gruesome murder and sexual assault.,0,-0.8885,1,13.7,25
686,One third of our age group (Millennials) have moved back in with their parents.,1,0.0,3,7.8,14
687,"Because of the current immigration crisis, Republicans want to repeal a 2008law that President George W. Bush signed and want to be on record as not wanting to protect children from ...sex trafficking.",0,-0.6892,6,10.9,33
688,It has been the law since the beginning of the country that the children of American citizens born ... abroad are American citizens by birth.,1,0.0,4,13.6,25
689,Owen in MA vs. Owen in RI Advantage:Rhode Island.,1,0.0,3,2.3,9
690,"In 1960, most black children were raised in two-parent, monogamous families. Today we have only 20 percent of black children being raised in two-parent, monogamous families...",1,0.0,9,12.2,26
691,"If youre a wealthy CEO or a hedge fund manager in America right now, your taxes are lower than theyve been since the 1950s.",1,0.0772,2,10.2,24
692,College students who are NOT U.S. Citizens and who get the PELL Grant plan to return to their home countries after getting free gas cards and child care.,0,0.8402,3,6.8,28
693,Donald Trumps been completely consistent about his plan for nonviolent undocumented immigrants.,0,0.0,1,17.5,12
694,Barack Obama has the longest track record of any candidate in this election in support of the 'Bridge To Nowhere.' ,0,0.4019,3,10.9,20
695,Says a Sanders campaign ad never said ... a newspaper endorsed us that did not.,0,0.25,4,7.4,15
696,Obama will charge a 28 percent tax on all home sales.,0,0.0,1,2.5,11
697,"A Koch brothers group is going to college campuses, giving away free booze to try to bribe young folks out of getting health insurance.",1,0.5994,2,12.6,24
698,Said he won the Democratic primary without one ... negative TV spot.,1,0.7716,4,8.5,12
699,About 95 percent of (Ohios) electricity comes from burning coal.,1,0.0,3,9.5,10
700,"Says over the last two years, New Jersey Schools Development Authority employees have not started or completed one single school project, and Im not talking about major school renovation. Im talking about replacing boilers, roofs.",0,0.0772,5,13.7,35
701,Says Tammy Baldwin voted to gut Medicare for seniors.,0,0.0,1,6.6,9
702,The stand your ground lawcaused the shooting death of Trayvon Martin.,0,-0.5994,1,9.3,11
703,"In Georgia, Perdues company closed plants and moved jobs to China.",1,0.0,2,8.0,11
704,"Says Republican Reid Ribble says stimulus bill failed to jumpstart the economy, but his roofing company made almost $300,000 off stimulus funded projects.",1,-0.2846,4,17.1,23
705,"Under a proposed bill, a $100,000 homes flood insurance premium would be maybe $200 or $300 annually.",0,0.0,6,10.6,17
706,Social Security has never contributed one cent to the deficit. Not one cent.,1,-0.0772,2,5.0,13
707,Obamacare takes $500 billion out of Medicare and funds Obamacare.,1,0.0,2,9.9,10
708,The state that has the highest per capita number of guns that end up committing crimes in New York come from Vermont.,1,0.1531,1,10.1,22
709,"Over the last 10 years, incomes for the top 1 percent have grown. Meanwhile, the bottom half of the country, theyve seen their wages stagnate.",1,0.2023,5,7.1,25
710,"I think with the exception of the last year or maybe the last two years, we were at 100 percent when it came to contributing to the Providence pension fund.",1,0.0,2,13.5,30
711,Almost all of the polls that have come out suggest that I am a much stronger candidate against the Republicans than is Hillary Clinton.,0,0.3818,1,12.6,24
712,The Obama administration is allowing state waivers from welfare work requirements only if they had a credible plan to increase employment by 20 percent.,1,0.3182,1,15.9,24
713,All but one of the 50 states already have some form of a balanced budget amendment in their state constitutions.,1,0.0,1,10.5,20
714,"The U.S. deficit ""increases at $3 million per second.""",0,-0.4019,6,7.1,9
715,President Barack Obamas judicial appointments for Georgia and the region were drafted in secret and not vetted by legal groups among the presidents supporters.,1,0.3674,1,17.3,24
716,I have not changed my position on the (gay) marriage amendment or anything else related to marriage.,1,0.0,3,10.3,17
717,"McCain and Bush are millionaires who are ""for tax cuts for millionaires.""",1,-0.296,3,8.9,12
718,"The Affordable Care Act says that at age 76 when you most need it most, you are not eligible for cancer treatment. Cancer hospital will ration care according to the patients age.",0,0.6722,3,8.2,32
719,The Human Rights Campaign is more powerful than the NRA.,0,0.4754,1,5.7,10
720,About 85 percent of hotel guests who will pay the new $5 hotel/motel fee will be from outside Georgia.,1,-0.1027,3,8.9,19
721,We spend more per student than almost any other major country in the world.,1,0.0,1,6.4,14
722,Says the hospital listed on Barack Obamas just-publicized long-form birth certificate denies the president was born there.,0,-0.4215,3,16.5,17
723,"Hillary (Clinton), one time late at night when she was exhausted, misstated and immediately apologized for it, what happened to her in Bosnia in 1995.",0,-0.0516,6,14.8,25
724,We now actually import more oil than we did before 9/11.,1,0.0,2,3.8,11
725,"If you look at Latino kids between 17 and 20 who graduated high school, 36 percent of them are unemployed or underemployed. African-American kids are unemployed or underemployed to the tune of 51 percent.",1,0.0,4,10.8,34
726,Says Gov. Rick Perry is by far and away the highest-paid state employee on an hourly basis.,0,0.0,3,7.8,17
727,Says the Hawaii governor cant find anything that says (President Barack Obama) was born in Hawaii.,0,0.0,3,11.0,16
728,"Under President Ronald Reagan, illegal immigrants were not pouring in likethey are now.",0,-0.5574,2,12.2,13
729,House Democrats have a two-to-one advantage money-wise against House Republicans.,1,0.25,4,17.5,10
730,Georgia can substantially increase its funding for education by going after $2.5 billion in uncollected taxes.,1,0.3804,3,14.5,16
731,Most people in New Hampshire want to raise the minimum wage. (State Rep. Marilinda) Garcia opposes it.,1,0.0772,5,6.7,17
732,"Says nearly 30,000 federal employees in Oregon were furloughed during the government shutdown.",0,0.0,2,14.8,13
733,"After Fahrenheit 9/11 came out, ""Bush's approval rating never was better, it only got worse.""",0,0.1764,7,10.9,15
734,We are making the largest investment in education in our nations history.,1,0.0,1,8.9,12
735,"No city in the state, no state in this nation, for that matter the entire world, has adopted (clean energy) targets more ambitious in scale.",1,0.024,6,12.9,25
736,"In the last two years, we have reduced the deficit by $2.5 trillion.",0,-0.4019,4,5.4,13
737,The prosecutor who brought the indictment of Texas Gov. Rick Perryhas ties to Obama. He has ties to the Democrats.,0,0.0,3,4.3,20
738,Hurricane Irene was the second-largest storm to hit North America in terms of power outages -- and the first hurricane to make landfall in New Jersey since 1904.,1,0.0,4,15.4,28
739,Sen. Obama's chair in New Hampshire is a lobbyist. He lobbies for the drug companies.,1,0.0,4,4.6,15
740,"Says, Oregon has the third largest class size in the nation.",1,0.0,2,5.5,11
741,U.S. Senate candidate David Perdues company took $3 million from the federal stimulus program that President Barack Obama created.,0,0.25,4,15.8,19
742,My opponent supported policies that increased tuition by 18 percent.,0,0.5267,1,11.4,10
743,"I was fighting against those (Republican) ideas when you were practicing law and representing your contributor, Rezko, in his slum landlord business in inner city Chicago.",0,-0.3612,5,18.0,26
744,A cap-and-trade plan promoted by Barack Obama would hit hardest those already struggling to make ends meet.,1,0.0,3,12.3,17
745,Says Bill Nelson voted to raise our taxes 150 times.,0,0.0,1,3.8,10
746,America produces more oil and gas than any other nation in the world.,1,0.0,1,5.7,13
747,"Many of the alarmists on global warming, theyve got a problem because the science doesnt back them up. In particular, satellite data demonstrate for the last 17 years, theres been zero warming.",0,-0.3818,5,10.4,32
748,She is the only candidate who has stood by our community and immigration reform from the beginning.,0,0.0,1,10.1,17
749,There is an increasing amount of evidence from public polling that the highest number of Americans ever identify themselves as pro-life.,1,0.0772,2,15.1,21
750,Says Bill White is for gay marriage.,0,0.0,1,2.3,7
751,Barack Obama and Hillary Clinton have left us with $19 trillion in debt.,0,-0.3612,2,6.8,13
752,"Says the EPA ""outsourced the scientific basis for its greenhouse gas regulation to a scandal-plagued international organization that cannot be considered objective or trustworthy.""",0,0.0,4,21.4,24
753,Recent record-low water levels in Lake Michigan are evidence that global warming is leading to the evaporation of our Great Lakes.,1,0.6908,2,13.8,21
754,Says Gov. Scott Walker has dropped Wisconsin to 45th in the nation in job growth prospects while campaigning for president out of state.,0,0.5859,2,13.4,23
755,The Senate health care bill is longer than Tolstoy's 'War and Peace.',0,-0.1779,4,7.3,12
756,"In a watershed 1958 decision, the Warren court asserted by itself that the Supreme Court was supreme over the president and the Congress.",0,0.802,2,13.6,23
757,Half the lottery directors across the country had not run a lottery before they were hired.,1,0.0,1,8.9,16
758,"Americans who get their insurance through the workplace, cost savings could be as much as $3,000 less per employee than if we do nothing.",1,0.0,4,12.9,24
759,The Georgia Lottery Corp. has only once in the past 16 years paid out the agreed upon 35 percent of proceeds to the account which funds the HOPE scholarship.,0,0.694,2,14.0,29
760,Says the foreman of the jury that convicted him was a Greenpeace activist.,1,0.0,1,7.5,13
761,On a single-payer health care system.,1,0.4939,2,6.7,6
762,"Says that in 2009 ExxonMobil paid no federal income taxes, received a $156 million rebate.",0,-0.296,3,9.9,15
763,"A 10-year state program that created 202 jobs at a cost of $247,000 per job was approved by former Gov. Jim Doyle.",0,0.5859,5,9.5,22
764,GOP presidential hopeful Herman Cain called Ron Pauls followers ignorant.,0,0.296,1,13.7,10
765,Ralph Hall has never voted to raise the debt ceiling.,0,-0.3612,1,4.3,10
766,Says Donald Trump won more counties than any candidate on our side since Ronald Reagan.,1,0.5719,1,9.0,15
767,Says that to drive the length of the newly drawn 15th District youd find yourself on the road as long as it would take to drive from Columbus to Niagara Falls.,1,0.0,1,13.7,31
768,There is not a single candidate in the Republican primary that thinks we should do anything about climate change.,1,0.0,1,11.6,19
769,Says the claims that Texas faces a $27 billion shortfall are flat-out false.,0,0.0,3,8.2,13
770,"Since January 2010, New Jersey has added 103,000 new private sector jobs. The last two years -- 2011 and 2012 -- have been the best two years of private sector job growth since 1999.",1,0.7783,8,8.5,34
771,Congress can tell [the Supreme Court] which cases they ought to hear. We have that authority.,1,0.5994,4,5.6,16
772,Says Donald Trump has given more money to Democratic candidates than Republican candidates.,0,0.0,1,13.7,13
773,Says Mitt Romney wants to add $2 trillion to defense budget that the military hasnt asked for.,1,0.128,2,8.7,17
774,"If the legislature refuses to expand Medicaid, 27 states are going to get our money Virginia taxpayer money into their states to provide health care for their citizens, paid for by us.",0,0.6705,3,17.1,32
775,"The Trans-Pacific trade deal could cost America 448,000 more jobs.",1,0.0,3,10.4,10
776,Barack Obama is the first president to file lawsuits against the states he swore an oath to protect.,0,0.25,1,9.3,18
777,More than 70 percent of American adults have committed a crime that could lead to imprisonment.,1,-0.34,1,10.1,16
778,Says Ohio Attorney General Mike DeWine is hypocritical for challenging the constitutionality of the new health care law.,0,0.2023,1,14.5,18
